domain,protein,layer_num,head,status,homo_sister,source
COCH_4apes,COCH,5,19,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head19_tree.nwk
COCH_4apes,COCH,5,2,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head2_tree.nwk
COCH_4apes,COCH,5,20,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head20_tree.nwk
COCH_4apes,COCH,5,3,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head3_tree.nwk
COCH_4apes,COCH,5,4,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head4_tree.nwk
COCH_4apes,COCH,5,5,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head5_tree.nwk
COCH_4apes,COCH,5,6,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head6_tree.nwk
COCH_4apes,COCH,5,7,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head7_tree.nwk
COCH_4apes,COCH,5,8,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head8_tree.nwk
COCH_4apes,COCH,5,9,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer5/COCH_4apes_layer5_head9_tree.nwk
COCH_4apes,COCH,6,1,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head1_tree.nwk
COCH_4apes,COCH,6,10,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head10_tree.nwk
COCH_4apes,COCH,6,11,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head11_tree.nwk
COCH_4apes,COCH,6,12,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head12_tree.nwk
COCH_4apes,COCH,6,13,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head13_tree.nwk
COCH_4apes,COCH,6,14,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head14_tree.nwk
COCH_4apes,COCH,6,15,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head15_tree.nwk
COCH_4apes,COCH,6,16,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head16_tree.nwk
COCH_4apes,COCH,6,17,more_incorrect,Pongo_abelii,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head17_tree.nwk
COCH_4apes,COCH,6,18,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head18_tree.nwk
COCH_4apes,COCH,6,19,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head19_tree.nwk
COCH_4apes,COCH,6,2,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head2_tree.nwk
COCH_4apes,COCH,6,20,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head20_tree.nwk
COCH_4apes,COCH,6,3,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head3_tree.nwk
COCH_4apes,COCH,6,4,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head4_tree.nwk
COCH_4apes,COCH,6,5,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head5_tree.nwk
COCH_4apes,COCH,6,6,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head6_tree.nwk
COCH_4apes,COCH,6,7,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head7_tree.nwk
COCH_4apes,COCH,6,8,more_incorrect,Pongo_abelii,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head8_tree.nwk
COCH_4apes,COCH,6,9,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer6/COCH_4apes_layer6_head9_tree.nwk
COCH_4apes,COCH,7,1,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer7/COCH_4apes_layer7_head1_tree.nwk
COCH_4apes,COCH,7,10,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer7/COCH_4apes_layer7_head10_tree.nwk
COCH_4apes,COCH,7,11,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer7/COCH_4apes_layer7_head11_tree.nwk
COCH_4apes,COCH,7,12,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer7/COCH_4apes_layer7_head12_tree.nwk
COCH_4apes,COCH,7,13,less_incorrect,Gorilla_gorilla_gorilla,/home/rohan/PLM-Phylo/Results/Trees/ESM_35M_Trees/Attention_Trees/OMAM20/OMAM20_4apes/Trees/COCH_4apes/COCH_4apes/layer7/COCH_4apes_layer7_head13_tree.nwk
